step,learning_rate,discount_factor,exploration,exploration_decay,min_exploration
0,0.1,0.99,3.538527688343134e-44,0.999,0
state,value
00S000RW,-3.8605657337472663
S00S000RW,-7.344312881885081
SSSS000000W,0
S00SW,-24.83698111747611
R0000G0W,2.908294055250713
SSS000GW,-21.932384362878356
0000S00W,5.584724284946879
S0000S00W,-20.216746805226908
S00SS0W,-22.32371690947708
S00SS00000W,0
SSS0R0W,-21.206236579300132
000G000R0W,14.381904357520858
SSR000000W,-21.170706027924805
SS0R00000W,-21.45337272559108
S00RG00W,-5.588806535855164
0GR000000W,15.390316373773128
SR00G00W,-8.501811619217296
SSR00G00W,-4.643679350302513
SS0R00G00W,-18.81719499105242
S0R00G00W,-9.497496032822353
SSS0R000W,-25.08897818985321
SSSS0R000W,-20.863685646266163
000SG0000W,4.4018873622370585
SSSS0G000W,-20.731424647407348
0R00000G0W,1.5274475557326375
0000G0G00W,24.12441378111269
0SSSSS0W,-7.591334497323222
S0SSSS00W,-21.194393179661617
SS0SSS000W,-21.216220906806463
SSS0SS0000W,0
000000GR0W,11.861266161943076
S0000GR0W,-4.10896327719831
SS0000GR0W,-4.3662350687343245
0S00000GW,-0.6190997196483552
0SSSS00W,-9.225427996459741
SSS00SW,-24.453108331153246
0S00000G0W,3.0376690173454657
R00S00W,-12.792062746795715
RS0000W,-15.877246194397948
S0GGW,6.999962856600596
00SSW,-8.070771711892291
000000S00W,2.5595544076039864
00000S00W,1.6648206482324261
S00G00GW,0.1342536837963702
0SG0000W,1.0552502634333703
0S000000GW,-2.692621478997947
SSSG000W,-19.950787271295663
0S0G000W,2.6056766676182854
0S0RW,-8.00897562939608
SR000G00W,-7.816629262763197
SSR000G00W,-20.956428903795835
SSSSSR000W,-20.59953181527618
0SS00G000W,-8.945043643160673
SSSSS0R0W,-21.432652929892882
0S0SW,-7.721624292380757
0SSSW,-12.765795379925
S0SS0W,-25.789042952396837
00RGW,6.649498052359517
000R0000GW,2.3084175941127514
SR0000GW,-8.567358209155168
G00R00W,17.063892528321635
SG00R00W,-1.2022019583717563
0000GR000W,13.378144419601222
0S00G0000W,0.9276861450598151
0G00G000W,25.696825716856413
S0G00G000W,6.318408749976606
SSS00000RW,-20.214951313755932
00G00G0W,24.639939331387538
0S00S000W,-0.833766950967344
0SSSS000W,-14.25311717109881
0SSSSW,-8.962698954228163
0G00S0000W,14.853245397607402
G00S00000W,16.642313758925766
000S0000GW,1.4217227788332514
SSSSSSSSSW,-21.349752898476144
00G0R0000W,15.570118735202254
0000G000GW,22.28886263763752
SR0000G0W,-10.689349293440806
S00GR00W,-2.8022564434845783
SS00GR00W,-2.0
S00RGW,-5.7711716638285875
SSSG00000W,-20.902262844808607
SSSS0R00W,-18.12962553014524
00000S000W,0.5134472918412155
SSSS0R0W,-21.46924035508703
SSSS00GW,-21.186124273335757
G0000G00W,26.178891317648308
SGRW,-0.8363547532401431
SSGRW,-3.914823612548772
0S0000GW,-3.6570708472309486
000SS000W,-2.536261235033983
SSS00000GW,-20.58818883446172
0S000000RW,-7.068937836027311
S00GR0W,-0.8518216697738068
0S0GW,-2.1135219733092963
S000GG00W,5.908028282584114
SS000GG00W,-3.1901290554565866
0S000G0GW,0.6688071485484246
S0S000G0GW,-2.0089014860051004
0SS000G0GW,-0.849834210722192
S0000G0GW,6.916138653012008
0SG00000W,-0.22186587951148543
SS0S00000W,-21.092905373885326
S0000S0000W,0
SSSSS00G0W,-21.438378939468954
S00R000000W,0
SSSS0G0W,-22.596679001493634
SSSSS0G0W,-25.129338492151277
0S0R00W,-10.130172266236396
S000S0W,-19.70785520393089
000SS0W,-7.68850494143157
SS00S0W,-23.1745578010806
