step,learning_rate,discount_factor,exploration,exploration_decay,min_exploration,vision_size
0,0.1,0.8,0.5987369392383786,0.95,0.01,3
state,value
R00,-3.84
000,-0.7149318826980284
S00,-5.05
00W,-0.5092145398800014
0R0,-0.13832
00G,-0.14200000000000002
0W,-0.5735497498780672
W,-30.807822678835205
S0W,0
SS0,-5.0
SW,0
R0W,0
SR0,0
0G0,0.6778328508543052
G00,7.069543810583527
SSS,0
00R,0
S0G,0
SSW,0
0GG,-0.05
GG0,2.0
G0W,2.0
0S0,-0.054000000000000006
