step,learning_rate,discount_factor,exploration_rate,exploration_decay,min_exploration,vision_size
0,0.1,0.9,0.01,0.99,0.01,5
state,value
SR0SW,0
0S0GW,0
S0SRW,0
R00SG,1.1771338955652346
0SSGW,0
RSG00,0
0G0RS,0
0SGW,4.118857430531269
S0SGW,0
00SRW,0
G00RS,0
0GSG0,0
GG00S,0
GSSSW,0
S0RGW,0
RG00G,0
SRSSS,0
SSRSS,0
0SGSS,0
S0SGS,0
GS00S,1.9278064116807145
GSSR0,0
0GSSW,-0.1
GSSW,1.3849598692161371
RSS0G,0
S0SRS,0
0G0SW,3.3402706590585596
R0G0S,0
G0RS0,0
00GSW,0
0SRGS,0
GRS0S,0
0GR0S,0
G0SR0,0
0RGS0,0
S0RGS,0
0S0GS,0
0GRS0,0
S0GRS,0
0GG0S,0
0S0GG,0
G0SW,0
SG0SW,0
SSRG0,0
RGSSS,0
0RG0S,0
0RSGW,0
S0RSG,0
RG00S,0
0SG0S,0
0SRS0,0
0SSGS,0
S0GR0,0
RG0SS,0
SRG0S,0
GR0S0,0
0GGS0,0
RS0G0,0
SRS0G,0
0SGS0,0
RSS0S,0
S0SSR,0
G00SR,0
0SSRS,0
SGS0W,0
0SSRW,0
GGR00,0
G0RSS,0
SGSSW,0
0SGR0,0
S0SGR,0
R0SSG,0
R0SG0,0
0S0RS,0
00SGW,0
G0R0S,0
R0GS0,0
00SRG,0
0R0GS,0
0S0RG,0
G00GR,0
GSS0S,0
00RGS,0
GS0SS,7.463117503573603
SRGW,0
SSRGW,0
SSSRG,0
SGS0S,0
0GRG0,0
GR0SS,0
RSSSG,0
RSS0W,0
0GR0W,0
GG0S0,0
00SGS,0
0SG0R,0
00GSR,0
RSG0S,0
S0GRG,0
SRG0W,0
GG0SS,0
SGG0S,0
0GGSS,0
SRSG0,0
0RGSS,0
RGSW,0
SRGSW,0
SSRGS,0
0GS0G,0
S0SRG,0
0R0SG,0
0GSW,0
S0GSW,0
R0SSW,0
SGRS0,0
SGR0S,0
SRSSG,0
GS0SW,0
SRSGS,0
SSRSG,0
RS00G,0
SSGSW,0
0RSSG,0
R0GSS,0
00RGG,0
SGGR0,0
0GGR0,0
G00GS,0
0GSR0,0
S0GSR,0
0RSG0,0
G0GSS,0
SG0GS,0
00GSG,0
GRSW,0
SGRSW,0
SSGRS,0
RGS0S,0
SRGS0,0
0SRSS,0
0SGG0,0
0SRGW,0
GRSSS,0
GRS00,0
GSS0G,0
R0GSW,0
SR0GS,0
G0R0G,0
GRSS0,0
RSSGW,0
0G0SG,0
0G0GS,0
RGSS0,0
0SGGS,0
RSGSW,0
G0S0S,0
SG0RS,0
GSR00,0
00SGR,0
0GR0G,0
0GG0R,0
GRS0W,0
SGGSS,0
R0SGW,0
S0RGG,0
GRG00,0
0SR0S,0
00GRG,0
RG0S0,0
GGS0S,0
0SRSG,0
R0G0G,0
SGSR0,0
RSGSS,0
G00SG,0
G0SSR,0
GGSS0,0
0GRSW,4.053818073157046
GRS0G,0
GG0RW,0
0RGSW,0
RG0GW,0
0R0GG,0
RSGGW,0
SR0GG,0
RGSSW,0
SRGSS,0
GSS0R,0
0GSSG,0
GR00G,0
